,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission
2504,Nissan,2009.0,Nigerian Used,213292.0,3500.0,Petrol,CVT
2505,Toyota,2006.0,Nigerian Used,316117.0,3500.0,Petrol,Automatic
2507,Toyota,2011.0,Nigerian Used,217733.0,2400.0,Petrol,Automatic
2508,Mercedes-Benz,2009.0,Nigerian Used,332652.0,3000.0,Petrol,Automatic
2509,Chrysler,2006.0,Foreign Used,36238.0,5700.0,Petrol,Automatic
2510,Toyota,2008.0,Nigerian Used,265560.0,2400.0,Petrol,Automatic
2511,Mercedes-Benz,2007.0,Nigerian Used,206570.0,2000.0,Petrol,Automatic
2512,Honda,2010.0,Nigerian Used,95249.0,3500.0,Petrol,Automatic
2513,Toyota,2007.0,Nigerian Used,312965.0,3000.0,Petrol,Automatic
2514,Toyota,2005.0,Nigerian Used,173874.0,2400.0,Petrol,Automatic
2515,Nissan,2014.0,Nigerian Used,191207.0,2500.0,Petrol,Automatic
2516,Mazda,2007.0,Nigerian Used,330873.0,2300.0,Petrol,Automatic
2517,Skoda,2014.0,Nigerian Used,83571.0,2000.0,Petrol,Automatic
2518,Toyota,2002.0,Nigerian Used,506364.0,2400.0,Petrol,Automatic
2519,Toyota,2004.0,Nigerian Used,233801.0,2400.0,Petrol,Automatic
2520,Mercedes-Benz,2005.0,Foreign Used,221487.0,5000.0,Petrol,Automatic
2521,Mercedes-Benz,2003.0,Nigerian Used,320327.0,3200.0,Petrol,Automatic
2523,Toyota,2006.0,Nigerian Used,371715.0,3300.0,Petrol,Automatic
2524,Toyota,2006.0,Foreign Used,204482.0,1800.0,Petrol,Automatic
2525,Kia,2013.0,Nigerian Used,92645.0,2000.0,Petrol,Automatic
2526,Toyota,2005.0,Nigerian Used,156976.0,2400.0,Petrol,Automatic
2528,Toyota,2007.0,Nigerian Used,312965.0,3000.0,Petrol,Automatic
2529,Mercedes-Benz,2007.0,Nigerian Used,246829.0,5500.0,Petrol,Automatic
2530,Toyota,2009.0,Nigerian Used,154177.0,1800.0,Petrol,Automatic
2531,Toyota,2008.0,Nigerian Used,197584.0,2500.0,Petrol,Automatic
2532,Nissan,2005.0,Foreign Used,330873.0,1800.0,Petrol,Manual
2535,Toyota,2010.0,Nigerian Used,176319.0,2500.0,Petrol,Automatic
2536,Toyota,2001.0,Nigerian Used,355625.0,2000.0,Petrol,Automatic
2537,Nissan,2005.0,Nigerian Used,343566.0,4000.0,Petrol,Automatic
2538,Mercedes-Benz,2002.0,Foreign Used,311373.0,3200.0,Petrol,Automatic
2539,Toyota,2003.0,Foreign Used,101442.0,1800.0,Petrol,Automatic
2540,Nissan,2013.0,Foreign Used,176325.0,3500.0,Petrol,Automatic
2547,Honda,2007.0,Nigerian Used,140942.0,2400.0,Petrol,Automatic
2548,Kia,2013.0,Nigerian Used,119011.0,1400.0,Petrol,Automatic
2550,Honda,2013.0,Nigerian Used,174120.0,2400.0,Petrol,Automatic
2551,Mercedes-Benz,2009.0,Nigerian Used,293528.0,3000.0,Petrol,Automatic
2552,Ford,2006.0,Foreign Used,321388.0,4000.0,Petrol,Automatic
2553,Hyundai,2011.0,Nigerian Used,193209.0,2400.0,Petrol,Automatic
2554,Mazda,2005.0,Nigerian Used,131262.0,3000.0,Petrol,Automatic
2556,Toyota,2004.0,Nigerian Used,21973.0,1800.0,Petrol,Automatic
2558,Lexus,1999.0,Nigerian Used,225668.0,3000.0,Petrol,Automatic
2559,Toyota,2005.0,Nigerian Used,173874.0,2400.0,Petrol,Automatic
2560,Nissan,2013.0,Nigerian Used,99116.0,2000.0,Petrol,Automatic
2561,Toyota,2007.0,Nigerian Used,335891.0,1800.0,Petrol,Automatic
2562,Toyota,2010.0,Foreign Used,75863.0,2700.0,Petrol,Automatic
2563,Honda,2013.0,Nigerian Used,137302.0,3500.0,Petrol,AMT
2564,Toyota,2007.0,Nigerian Used,249502.0,2400.0,Petrol,Automatic
2566,Toyota,2005.0,Foreign Used,389669.0,1800.0,Petrol,Automatic
2567,Toyota,2008.0,Nigerian Used,141077.0,1800.0,Petrol,Manual
2568,Toyota,2007.0,Nigerian Used,256997.0,3500.0,Petrol,Automatic
2569,Honda,2009.0,Nigerian Used,151561.0,2000.0,Petrol,Automatic
2570,Mercedes-Benz,2004.0,Nigerian Used,7061.0,3500.0,Petrol,Automatic
2571,Toyota,2007.0,Nigerian Used,234664.0,1800.0,Petrol,Automatic
2572,Toyota,2008.0,Nigerian Used,241842.0,2000.0,Petrol,Automatic
2573,Nissan,2005.0,Nigerian Used,185972.0,4700.0,Petrol,Automatic
2574,Honda,2007.0,Foreign Used,183460.0,3500.0,Petrol,Automatic
2575,Mitsubishi,2003.0,Nigerian Used,165711.0,2000.0,Petrol,Automatic
2576,Nissan,2009.0,Nigerian Used,224443.0,2500.0,Petrol,Automatic
2577,Honda,2003.0,Nigerian Used,404395.0,3000.0,Petrol,Automatic
2578,Mercedes-Benz,2014.0,Nigerian Used,29355.0,4700.0,Petrol,Automatic
2579,Honda,2007.0,Nigerian Used,343376.0,2000.0,Petrol,Automatic
2580,Toyota,2004.0,Nigerian Used,201202.0,1800.0,Petrol,Automatic
2581,Hyundai,2006.0,Nigerian Used,368863.0,3300.0,Petrol,Automatic
2582,Honda,2004.0,Foreign Used,397157.0,2400.0,Petrol,Automatic
2583,Honda,2007.0,Foreign Used,128446.0,1400.0,Petrol,Manual
2584,Toyota,2007.0,Nigerian Used,405344.0,1800.0,Petrol,Automatic
2585,Nissan,2014.0,Nigerian Used,99397.0,2000.0,Petrol,Automatic
2586,Hyundai,2011.0,Nigerian Used,193209.0,2400.0,Petrol,Automatic
2587,Toyota,2001.0,Nigerian Used,119510.0,3000.0,Petrol,Automatic
2588,Lexus,2006.0,Nigerian Used,81045.0,3500.0,Petrol,Automatic
2589,Mitsubishi,2003.0,Nigerian Used,165711.0,2000.0,Petrol,Automatic
2590,Honda,2008.0,Nigerian Used,129345.0,2400.0,Petrol,Automatic
2591,Nissan,2001.0,Nigerian Used,254983.0,3500.0,Petrol,Automatic
2592,Chevrolet,1999.0,Nigerian Used,227599.0,3400.0,Petrol,Automatic
2593,Mercedes-Benz,2006.0,Nigerian Used,172043.0,5000.0,Petrol,Automatic
2594,Toyota,2003.0,Nigerian Used,189521.0,2000.0,Petrol,Automatic
2595,Toyota,2002.0,Nigerian Used,376369.0,2400.0,Petrol,Automatic
2596,Kia,2013.0,Nigerian Used,119011.0,1400.0,Petrol,Automatic
2597,Toyota,2001.0,Foreign Used,298207.0,2200.0,Petrol,Automatic
2598,Honda,2009.0,Nigerian Used,148264.0,1800.0,Petrol,Automatic
2599,Toyota,2006.0,Nigerian Used,41446.0,1800.0,Petrol,Automatic
2600,Kia,2018.0,Nigerian Used,88610.0,1400.0,Petrol,Automatic
2601,Mercedes-Benz,2003.0,Nigerian Used,402903.0,2600.0,Petrol,Automatic
2602,Honda,2009.0,Nigerian Used,87829.0,2400.0,Petrol,Automatic
2603,Toyota,2004.0,Nigerian Used,47254.0,1800.0,Petrol,Automatic
2604,Honda,2003.0,Nigerian Used,227135.0,3500.0,Petrol,AMT
2606,Ford,2006.0,Foreign Used,321388.0,4000.0,Petrol,Automatic
2607,Honda,2007.0,Nigerian Used,140942.0,2400.0,Petrol,Automatic
2608,Mercedes-Benz,2007.0,Nigerian Used,246829.0,5500.0,Petrol,Automatic
2609,Infiniti,2004.0,Nigerian Used,102584.0,3500.0,Petrol,Automatic
2611,Toyota,2004.0,Nigerian Used,201202.0,1800.0,Petrol,Automatic
2612,Honda,2004.0,Foreign Used,397157.0,2400.0,Petrol,Automatic
2613,Honda,2008.0,Nigerian Used,112821.0,2400.0,Petrol,Automatic
2614,Honda,2007.0,Foreign Used,241906.0,3500.0,Petrol,Automatic
2615,Toyota,2007.0,Nigerian Used,193118.0,1800.0,Petrol,Automatic
2616,Honda,2010.0,Nigerian Used,201773.0,2400.0,Petrol,Automatic
2617,Mazda,2004.0,Nigerian Used,66195.0,3000.0,Hybrid,Automatic
2618,Toyota,2007.0,Nigerian Used,405344.0,1800.0,Petrol,Automatic
2619,Lexus,2007.0,Foreign Used,95376.0,3500.0,Petrol,Automatic
2620,Toyota,2000.0,Nigerian Used,145353.0,3000.0,Petrol,Automatic
2621,Ford,2016.0,Foreign Used,43369.0,2000.0,Petrol,Automatic
2623,Toyota,2006.0,Nigerian Used,41446.0,1800.0,Petrol,Automatic
2624,Toyota,2003.0,Nigerian Used,189521.0,2000.0,Petrol,Automatic
2625,Mazda,2008.0,Foreign Used,131100.0,2000.0,Petrol,Automatic
2627,Toyota,2007.0,Nigerian Used,194171.0,2400.0,Petrol,Automatic
2628,Toyota,2007.0,Nigerian Used,223493.0,3500.0,Hybrid,Automatic
2629,Toyota,2007.0,Nigerian Used,173743.0,1800.0,Petrol,Automatic
2630,Mazda,2008.0,Foreign Used,185577.0,2300.0,Petrol,Automatic
2631,Mercedes-Benz,2006.0,Nigerian Used,218669.0,3500.0,Petrol,Automatic
2632,Toyota,2003.0,Nigerian Used,140360.0,1800.0,Petrol,Automatic
2633,Toyota,2007.0,Nigerian Used,208115.0,3500.0,Petrol,Automatic
2634,Honda,2013.0,Nigerian Used,68902.0,2500.0,Petrol,Automatic
2635,Toyota,2004.0,Nigerian Used,183623.0,1800.0,Petrol,Automatic
2636,Honda,2008.0,Foreign Used,149205.0,2400.0,Petrol,Automatic
2637,Hyundai,2007.0,Nigerian Used,232881.0,2400.0,Petrol,Automatic
2638,Toyota,2007.0,Nigerian Used,153653.0,1800.0,Petrol,Automatic
2639,Toyota,2007.0,Nigerian Used,234664.0,1800.0,Petrol,Automatic
2641,Honda,2007.0,Nigerian Used,186435.0,2400.0,Petrol,Automatic
2642,Mitsubishi,2001.0,Nigerian Used,285619.0,3000.0,Petrol,Automatic
2643,Mercedes-Benz,2006.0,Nigerian Used,81393.0,5000.0,Petrol,Automatic
2645,Hyundai,2007.0,Nigerian Used,217009.0,2000.0,Petrol,Automatic
2646,Toyota,2007.0,Nigerian Used,193118.0,1800.0,Petrol,Automatic
2647,Toyota,2007.0,Nigerian Used,256997.0,3500.0,Petrol,Automatic
2648,Toyota,2003.0,Nigerian Used,170808.0,3000.0,Petrol,Automatic
2649,Honda,2008.0,Nigerian Used,112821.0,2400.0,Petrol,Automatic
2650,Honda,2010.0,Nigerian Used,201773.0,2400.0,Petrol,Automatic
2651,Toyota,2008.0,Nigerian Used,115759.0,1800.0,Petrol,Automatic
2652,Toyota,2006.0,Nigerian Used,60872.0,1800.0,Petrol,Automatic
2653,Toyota,2003.0,Nigerian Used,218717.0,2000.0,Petrol,Automatic
2654,Honda,2008.0,Nigerian Used,80737.0,2400.0,Petrol,Automatic
2655,Toyota,2004.0,Nigerian Used,401581.0,1800.0,Petrol,Automatic
2656,Toyota,2004.0,Nigerian Used,47254.0,1800.0,Petrol,Automatic
2657,Toyota,2004.0,Nigerian Used,97789.0,3000.0,Petrol,Automatic
2658,Lexus,2013.0,Nigerian Used,173409.0,3500.0,Petrol,Automatic
2659,Honda,2007.0,Nigerian Used,321629.0,3300.0,Petrol,Automatic
2660,Ford,2001.0,Nigerian Used,160604.0,1600.0,Petrol,Manual
2661,Toyota,2006.0,Nigerian Used,60872.0,1800.0,Petrol,Automatic
2662,Toyota,2004.0,Nigerian Used,164108.0,1800.0,Petrol,Automatic
2663,Citroen,2006.0,Nigerian Used,362319.0,1800.0,Diesel,Manual
2664,Honda,2007.0,Nigerian Used,186435.0,2400.0,Petrol,Automatic
2665,Toyota,2002.0,Nigerian Used,52855.0,2400.0,Petrol,Automatic
2666,Chevrolet,2014.0,Nigerian Used,97737.0,1500.0,Petrol,Manual
2667,Mercedes-Benz,2007.0,Nigerian Used,240010.0,3500.0,Petrol,Automatic
2669,Toyota,2002.0,Nigerian Used,298588.0,2400.0,Petrol,Automatic
2670,Toyota,2008.0,Nigerian Used,265047.0,2400.0,Petrol,Automatic
2671,Honda,2008.0,Foreign Used,149205.0,2400.0,Petrol,Automatic
2672,Hyundai,2006.0,Nigerian Used,368863.0,3300.0,Petrol,Automatic
2673,Toyota,2004.0,Nigerian Used,183623.0,1800.0,Petrol,Automatic
2674,Nissan,2009.0,Nigerian Used,95473.0,1600.0,Petrol,CVT
2675,Lexus,2008.0,Foreign Used,169765.0,3500.0,Petrol,Automatic
2676,Nissan,2001.0,Nigerian Used,254983.0,3500.0,Petrol,Automatic
2677,Nissan,2010.0,Foreign Used,169794.0,2500.0,Petrol,CVT
2678,Toyota,2003.0,Nigerian Used,440014.0,2400.0,Petrol,Automatic
2679,Infiniti,2004.0,Nigerian Used,102584.0,3500.0,Petrol,Automatic
2680,Ford,2007.0,Nigerian Used,192111.0,3500.0,Petrol,Automatic
2681,Hyundai,2010.0,Nigerian Used,166941.0,1600.0,Petrol,Automatic
2682,Mercedes-Benz,2007.0,Nigerian Used,301871.0,3500.0,Petrol,Automatic
2684,Honda,2008.0,Nigerian Used,152837.0,2400.0,Petrol,Automatic
2685,Toyota,2009.0,Nigerian Used,110826.0,2500.0,Petrol,Automatic
2686,Mitsubishi,2001.0,Nigerian Used,285619.0,3000.0,Petrol,Automatic
2687,Volkswagen,2009.0,Foreign Used,164675.0,4000.0,Petrol,Automatic
2688,Toyota,2009.0,Nigerian Used,110821.0,1800.0,Petrol,Automatic
2689,Acura,2005.0,Nigerian Used,111304.0,3500.0,Petrol,Automatic
2690,Mercedes-Benz,2008.0,Nigerian Used,188651.0,3000.0,Petrol,Automatic
2691,Kia,2014.0,Nigerian Used,41655.0,1400.0,Petrol,Automatic
2692,Toyota,2000.0,Nigerian Used,346056.0,3400.0,Petrol,Automatic
2693,Toyota,2006.0,Nigerian Used,7086.0,1800.0,Petrol,Automatic
2694,Ford,2005.0,Nigerian Used,166747.0,2000.0,Petrol,Automatic
2697,Toyota,2007.0,Nigerian Used,397695.0,2400.0,Petrol,Automatic
2699,BMW,2007.0,Nigerian Used,316930.0,3000.0,Petrol,Automatic
2700,BMW,2008.0,Foreign Used,248853.0,3000.0,Petrol,Automatic
2701,Ford,2005.0,Nigerian Used,166747.0,2000.0,Petrol,Automatic
2702,Toyota,2003.0,Nigerian Used,187554.0,1800.0,Petrol,Automatic
2703,Toyota,2005.0,Nigerian Used,156976.0,2400.0,Petrol,Automatic
2704,Kia,2013.0,Nigerian Used,69795.0,1600.0,Petrol,Manual
2705,Mercedes-Benz,2005.0,Foreign Used,8872.0,2600.0,Petrol,Automatic
2706,Toyota,2004.0,Nigerian Used,233277.0,3300.0,Petrol,Automatic
2707,Honda,2008.0,Nigerian Used,152837.0,2400.0,Petrol,Automatic
2709,Mercedes-Benz,2003.0,Nigerian Used,294842.0,3200.0,Petrol,Automatic
2710,Honda,2008.0,Nigerian Used,158512.0,3500.0,Petrol,Automatic
2712,BMW,2007.0,Nigerian Used,316930.0,3000.0,Petrol,Automatic
2713,Ford,2001.0,Nigerian Used,160604.0,1600.0,Petrol,Manual
2715,Honda,2014.0,Nigerian Used,124670.0,2400.0,Petrol,Automatic
2716,Toyota,2003.0,Nigerian Used,440014.0,2400.0,Petrol,Automatic
2717,Toyota,2005.0,Foreign Used,409781.0,3500.0,Petrol,Automatic
2718,Ford,2014.0,Nigerian Used,145088.0,2400.0,Petrol,Automatic
2719,Toyota,2004.0,Nigerian Used,97789.0,3000.0,Petrol,Automatic
2720,Honda,2009.0,Nigerian Used,121175.0,2500.0,Petrol,Automatic
2722,Citroen,2006.0,Nigerian Used,362319.0,1800.0,Diesel,Manual
2723,Toyota,2008.0,Foreign Used,165670.0,2000.0,Petrol,Automatic
2724,Kia,2017.0,Nigerian Used,42530.0,1600.0,Petrol,Automatic
2725,Honda,2008.0,Nigerian Used,80159.0,2400.0,Petrol,Automatic
2727,Toyota,2004.0,Nigerian Used,210981.0,3000.0,Petrol,Automatic
2728,Toyota,2008.0,Nigerian Used,265047.0,2400.0,Petrol,Automatic
2729,Chevrolet,2014.0,Nigerian Used,97737.0,1500.0,Petrol,Manual
2730,Honda,2009.0,Nigerian Used,156831.0,2400.0,Petrol,Automatic
2732,Honda,2009.0,Nigerian Used,157472.0,1800.0,Petrol,Automatic
2733,Ford,2007.0,Nigerian Used,192111.0,3500.0,Petrol,Automatic
2734,Toyota,2004.0,Nigerian Used,347321.0,2400.0,Petrol,Automatic
2735,Honda,2009.0,Nigerian Used,207303.0,2400.0,Petrol,Automatic
2736,Kia,2018.0,Nigerian Used,22794.0,2000.0,Petrol,Automatic
2737,Toyota,2008.0,Nigerian Used,107092.0,1800.0,Petrol,Automatic
2738,Toyota,2013.0,Nigerian Used,111327.0,2000.0,Petrol,Automatic
2739,BMW,2010.0,Foreign Used,269261.0,3000.0,Petrol,Automatic
2740,Lexus,2008.0,Nigerian Used,62887.0,4500.0,Petrol,Automatic
2741,Toyota,2002.0,Nigerian Used,291483.0,1800.0,Petrol,Automatic
2742,Toyota,2007.0,Nigerian Used,397695.0,2400.0,Petrol,Automatic
2743,Toyota,2004.0,Nigerian Used,318222.0,3000.0,Petrol,Automatic
2744,Toyota,2010.0,Foreign Used,175073.0,2500.0,Petrol,Automatic
2745,Toyota,2002.0,Nigerian Used,435249.0,3000.0,Petrol,Automatic
2746,Toyota,2006.0,Foreign Used,190936.0,1800.0,Petrol,Automatic
2747,Volkswagen,2012.0,Nigerian Used,122318.0,3500.0,Petrol,Automatic
2748,Toyota,2009.0,Nigerian Used,110821.0,1800.0,Petrol,Automatic
2749,Toyota,2005.0,Nigerian Used,156226.0,2400.0,Petrol,Automatic
2751,Honda,2009.0,Nigerian Used,125470.0,2000.0,Petrol,Automatic
2752,Toyota,2008.0,Nigerian Used,126075.0,1600.0,Petrol,Automatic
2753,Lexus,2004.0,Nigerian Used,105915.0,3300.0,Petrol,Automatic
2754,Mitsubishi,2010.0,Nigerian Used,136376.0,3500.0,Petrol,Automatic
2755,Toyota,2005.0,Foreign Used,174899.0,1800.0,Petrol,Automatic
2756,Mercedes-Benz,2008.0,Nigerian Used,160135.0,3000.0,Petrol,Automatic
2757,Toyota,2006.0,Nigerian Used,101652.0,2400.0,Petrol,Automatic
2758,Nissan,2006.0,Nigerian Used,24705.0,3000.0,Petrol,Automatic
2760,Acura,2005.0,Nigerian Used,111304.0,3500.0,Petrol,Automatic
2761,Honda,2007.0,Nigerian Used,110491.0,3500.0,Petrol,Automatic
2762,Nissan,2003.0,Nigerian Used,210314.0,3300.0,Petrol,Automatic
2763,Toyota,2005.0,Nigerian Used,181824.0,2400.0,Petrol,Automatic
2764,Jaguar,2017.0,Foreign Used,31339.0,2000.0,Petrol,Automatic
2765,Lexus,2007.0,Foreign Used,89548.0,3500.0,Petrol,Automatic
2766,Toyota,2009.0,Nigerian Used,110826.0,2500.0,Petrol,Automatic
2767,Hyundai,2012.0,Foreign Used,136531.0,3300.0,Petrol,Automatic
2768,Honda,2006.0,Nigerian Used,293522.0,2400.0,Petrol,Automatic
2769,Ford,2009.0,Nigerian Used,210344.0,2000.0,Petrol,Automatic
2770,Mercedes-Benz,2010.0,Foreign Used,83411.0,3500.0,Petrol,Automatic
2771,Toyota,1998.0,Nigerian Used,383035.0,2200.0,Petrol,Automatic
2772,Toyota,2002.0,Nigerian Used,509793.0,3000.0,Petrol,Automatic
2773,Volkswagen,2007.0,Foreign Used,56676.0,2500.0,Petrol,Manual
2776,Honda,2012.0,Nigerian Used,119096.0,2400.0,Petrol,Automatic
2778,Acura,2010.0,Nigerian Used,205118.0,2500.0,Petrol,Automatic
2780,Lexus,2000.0,Nigerian Used,368725.0,3000.0,Petrol,Automatic
2781,Kia,2013.0,Nigerian Used,123093.0,1400.0,Petrol,Manual
2782,Volkswagen,2011.0,Nigerian Used,157863.0,2000.0,Petrol,Automatic
2783,Kia,2014.0,Nigerian Used,92872.0,1600.0,Petrol,Automatic
2784,Toyota,2005.0,Nigerian Used,140282.0,1800.0,Petrol,Automatic
2785,Ford,2004.0,Nigerian Used,102447.0,4000.0,Petrol,Automatic
2786,Toyota,2008.0,Nigerian Used,155728.0,2400.0,Petrol,Automatic
2787,Ford,2012.0,Nigerian Used,115780.0,2000.0,Petrol,Automatic
2788,Honda,2008.0,Nigerian Used,204455.0,2400.0,Petrol,Automatic
2790,Volvo,2002.0,Foreign Used,232639.0,2100.0,Petrol,Automatic
2791,Jaguar,2006.0,Nigerian Used,276260.0,3000.0,Petrol,Automatic
2792,Mercedes-Benz,2006.0,Foreign Used,249197.0,2500.0,Petrol,Automatic
2793,Volkswagen,2009.0,Foreign Used,118671.0,2000.0,Petrol,Automatic
2794,Toyota,2008.0,Nigerian Used,159530.0,3500.0,Petrol,Automatic
2795,Toyota,2008.0,Nigerian Used,388859.0,1800.0,Petrol,Manual
2797,Toyota,2001.0,Nigerian Used,288909.0,3300.0,Petrol,Automatic
2798,Honda,2013.0,Nigerian Used,95256.0,2400.0,Petrol,Automatic
2799,Toyota,2016.0,Foreign Used,80497.0,1800.0,Petrol,Automatic
2800,Volkswagen,2010.0,Nigerian Used,124527.0,2000.0,Petrol,Automatic
2801,Hyundai,2008.0,Nigerian Used,302071.0,2000.0,Petrol,Automatic
2802,Toyota,2005.0,Nigerian Used,123331.0,2000.0,Petrol,Manual
2803,Honda,2008.0,Nigerian Used,131431.0,2400.0,Petrol,Automatic
2804,Honda,2007.0,Nigerian Used,79524.0,2500.0,Petrol,Automatic
2805,Toyota,2005.0,Nigerian Used,123331.0,2000.0,Petrol,Manual
2806,Toyota,2008.0,Foreign Used,242748.0,3500.0,Petrol,Automatic
2807,Honda,2008.0,Nigerian Used,131431.0,2400.0,Petrol,Automatic
2808,Volkswagen,2011.0,Nigerian Used,75226.0,2500.0,Petrol,Automatic
2811,Hyundai,2008.0,Nigerian Used,302071.0,2000.0,Petrol,Automatic
2812,BMW,2013.0,Foreign Used,167237.0,2000.0,Petrol,Automatic
2813,Kia,2011.0,Nigerian Used,111136.0,1600.0,Petrol,Manual
2814,Honda,2007.0,Nigerian Used,79524.0,2500.0,Petrol,Automatic
2816,Honda,2006.0,Nigerian Used,262966.0,2400.0,Petrol,Automatic
2817,Nissan,2001.0,Nigerian Used,230637.0,3500.0,Petrol,Automatic
2818,Toyota,2000.0,Nigerian Used,239552.0,3600.0,Petrol,Automatic
2819,Nissan,1997.0,Nigerian Used,201847.0,3300.0,Petrol,Automatic
2820,Honda,2009.0,Nigerian Used,157472.0,1800.0,Petrol,Automatic
2821,Toyota,2005.0,Nigerian Used,156226.0,2400.0,Petrol,Automatic
2822,Honda,2003.0,Nigerian Used,194620.0,2400.0,Petrol,Automatic
2823,Ford,2009.0,Nigerian Used,210344.0,2000.0,Petrol,Automatic
2824,Mercedes-Benz,2011.0,Nigerian Used,123550.0,3000.0,Diesel,Automatic
2826,Honda,2007.0,Nigerian Used,110491.0,3500.0,Petrol,Automatic
2827,Volvo,2002.0,Foreign Used,232639.0,2100.0,Petrol,Automatic
2828,Kia,2010.0,Nigerian Used,233464.0,2000.0,Petrol,Automatic
2829,Toyota,2005.0,Nigerian Used,173589.0,1800.0,Petrol,Automatic
2831,Honda,2007.0,Nigerian Used,173839.0,3500.0,Petrol,Automatic
2832,Nissan,2003.0,Nigerian Used,210314.0,3300.0,Petrol,Automatic
2833,Volkswagen,2008.0,Nigerian Used,99616.0,2000.0,Petrol,Automatic
2834,Honda,2004.0,Nigerian Used,255681.0,3500.0,Petrol,Automatic
2835,Honda,2010.0,Nigerian Used,79733.0,2400.0,Petrol,Automatic
2836,BMW,2006.0,Foreign Used,156178.0,3500.0,Petrol,Automatic
2837,Honda,2003.0,Nigerian Used,352699.0,1800.0,Petrol,Automatic
2838,Nissan,2009.0,Nigerian Used,114625.0,1800.0,Petrol,Automatic
2839,Toyota,2005.0,Nigerian Used,391386.0,1800.0,Petrol,Automatic
2841,Lexus,2015.0,Nigerian Used,125309.0,3500.0,Petrol,Automatic
2842,Honda,2004.0,Nigerian Used,282037.0,2400.0,Petrol,Automatic
2843,Volkswagen,2008.0,Nigerian Used,99616.0,2000.0,Petrol,Automatic
2844,Kia,2014.0,Nigerian Used,132988.0,1600.0,Petrol,Automatic
2845,Honda,2007.0,Nigerian Used,104005.0,3000.0,Petrol,Automatic
2846,Toyota,2003.0,Nigerian Used,234999.0,1800.0,Petrol,Automatic
2847,Honda,2004.0,Nigerian Used,168872.0,2400.0,Petrol,Automatic
2848,Mercedes-Benz,2007.0,Nigerian Used,244307.0,3500.0,Petrol,Automatic
2850,Volvo,2005.0,Nigerian Used,162749.0,2900.0,Petrol,Automatic
2851,Lexus,2002.0,Nigerian Used,151015.0,3000.0,Petrol,Automatic
2852,Toyota,2005.0,Nigerian Used,353456.0,3300.0,Petrol,Automatic
2853,Peugeot,2012.0,Nigerian Used,67010.0,1400.0,Petrol,Automatic
2854,Toyota,2008.0,Nigerian Used,245671.0,1800.0,Petrol,Automatic
2855,Toyota,2000.0,Nigerian Used,239552.0,3600.0,Petrol,Automatic
2856,Volkswagen,2013.0,Nigerian Used,82637.0,2500.0,Petrol,Automatic
2857,Toyota,2007.0,Nigerian Used,440476.0,3500.0,Petrol,Automatic
2858,Toyota,2003.0,Nigerian Used,464367.0,2400.0,Petrol,Automatic
2859,Mercedes-Benz,2008.0,Nigerian Used,160135.0,3000.0,Petrol,Automatic
2860,Toyota,2006.0,Nigerian Used,312900.0,1600.0,Petrol,Automatic
2861,Toyota,2005.0,Nigerian Used,197280.0,1800.0,Petrol,Automatic
2862,BMW,2006.0,Nigerian Used,9157.0,2500.0,Petrol,Automatic
2865,Toyota,2003.0,Nigerian Used,224344.0,2400.0,Petrol,Automatic
2866,Suzuki,2008.0,Nigerian Used,86291.0,2000.0,Petrol,Automatic
2867,BMW,2006.0,Foreign Used,156178.0,3500.0,Petrol,Automatic
2868,Toyota,2003.0,Nigerian Used,151529.0,1800.0,Petrol,Automatic
2869,BMW,2012.0,Nigerian Used,241521.0,2000.0,Petrol,Automatic
2871,Honda,2010.0,Nigerian Used,93048.0,3500.0,Petrol,Automatic
2872,Honda,2006.0,Nigerian Used,288588.0,2400.0,Petrol,Automatic
2873,Toyota,2008.0,Nigerian Used,90719.0,1800.0,Petrol,Automatic
2874,Volkswagen,2009.0,Foreign Used,118671.0,2000.0,Petrol,Automatic
2875,Honda,2003.0,Nigerian Used,352699.0,1800.0,Petrol,Automatic
2876,Volvo,2000.0,Foreign Used,335709.0,2000.0,Petrol,Automatic
2877,Volvo,2006.0,Foreign Used,444171.0,2500.0,Petrol,Automatic
2878,Kia,2008.0,Nigerian Used,175075.0,1600.0,Petrol,Automatic
2879,Opel,2003.0,Foreign Used,258357.0,2200.0,Petrol,Manual
2880,Toyota,2002.0,Nigerian Used,151278.0,2400.0,Petrol,Automatic
2881,Nissan,2001.0,Nigerian Used,230637.0,3500.0,Petrol,Automatic
2882,BMW,2006.0,Nigerian Used,291386.0,3500.0,Petrol,Automatic
2884,Volvo,2008.0,Nigerian Used,176452.0,3200.0,Petrol,Automatic
2885,BMW,2007.0,Nigerian Used,140628.0,1600.0,Petrol,Manual
2886,Honda,2007.0,Nigerian Used,143050.0,2400.0,Petrol,Automatic
2888,Hyundai,2012.0,Nigerian Used,92250.0,1800.0,Petrol,Automatic
2889,Nissan,2010.0,Nigerian Used,204318.0,2500.0,Petrol,Automatic
2890,Volkswagen,2007.0,Foreign Used,185177.0,2500.0,Petrol,Automatic
